N,H1,H0,T1,T2,T3,T4 (max run),T5,T6(0),T8,K[+],K[-],Kdiff,PValue,Evalue,Keys,LCC Volts,Error
1089,0.9984133,1.0693005,10469,85.67680,133,16,2493,0.02345,2.80836,5.69210,0.79057,4.90153,0.51315,39.04400,12,1.718,23
1090,0.9978966,1.0800879,10540,91.57120,132,14,2493,0.02700,2.81180,5.53399,-0.79057,6.32456,0.35889,42.62400,12,1.718,23
1091,0.9983241,1.0712696,10482,90.13760,128,14,2494,0.02410,2.80980,4.42719,0.94868,3.47851,0.64345,36.16800,12,1.708,23
1092,0.9977620,1.0826828,10557,124.39040,123,12,2495,0.02785,2.79674,6.00833,0.31623,5.69210,0.19229,47.54800,12,1.698,23
1093,0.9981604,1.0747601,10505,107.34720,105,14,2494,0.02525,2.79416,7.27324,1.10680,6.16644,0.24573,45.74800,12,1.698,23
1094,0.9985716,1.0656722,10445,84.99840,118,15,2494,0.02225,2.81382,5.05964,1.89737,3.16228,0.62034,36.68400,12,1.696,23
1095,0.9986971,1.0626556,10425,87.94880,107,13,2498,0.02125,2.79394,4.90153,1.26491,3.63662,0.77739,32.95600,12,1.696,23
1096,0.9983311,1.0711181,10481,87.28960,114,13,2495,0.02405,2.81055,5.37587,2.05548,3.32039,0.39674,41.70000,12,1.695,23
1097,0.9983172,1.0714212,10483,90.84160,119,14,2490,0.02415,2.81310,4.58530,0.94868,3.63662,0.52040,38.88400,12,1.696,23
1098,0.9979890,1.0782590,10528,89.56800,125,15,2493,0.02640,2.79052,5.85021,3.00416,2.84605,0.13028,50.16000,12,1.696,23
1099,0.9985907,1.0652193,10442,84.77440,110,12,2494,0.02210,2.80151,6.16644,3.32039,2.84605,0.19218,47.55200,12,1.697,23
1100,0.9984803,1.0677876,10459,80.54400,124,15,2493,0.02295,2.81617,5.53399,2.84605,2.68794,0.51641,38.97200,12,1.698,23
1101,0.9984133,1.0693005,10469,98.25920,149,12,2496,0.02345,2.80638,6.32456,2.68794,3.63662,0.38840,41.90000,12,1.698,23
1102,0.9988574,1.0585932,10398,78.69440,118,15,2496,0.01990,2.81109,4.90153,2.68794,2.21359,0.81029,32.05600,12,1.698,23
1103,0.9982397,1.0730897,10494,104.83840,124,13,2486,0.02470,2.81359,5.53399,2.05548,3.47851,0.17696,48.12800,12,1.700,23
1104,0.9986662,1.0634092,10430,72.49280,115,13,2499,0.02150,2.79881,6.64078,1.58114,5.05964,0.69795,34.92000,12,1.699,23
1105,0.9974975,1.0875801,10589,147.25120,117,14,2493,0.02945,2.80532,5.53399,1.89737,3.63662,0.11352,51.02800,12,1.700,23
1106,0.9984065,1.0694519,10470,109.44640,98,14,2491,0.02350,2.80532,4.90153,0.79057,4.11096,0.77450,33.03200,12,1.702,23
1107,0.9975734,1.0862010,10580,123.92960,113,13,2492,0.02900,2.80944,5.21776,0.47434,4.74342,0.28810,44.49600,12,1.701,23
1108,0.9985907,1.0652193,10442,106.31680,108,13,2494,0.02210,2.80379,5.69210,2.52982,3.16228,0.55842,38.04800,12,1.703,23
1109,0.9980868,1.0762803,10515,114.55360,126,13,2493,0.02575,2.80735,4.58530,0.15811,4.42719,0.52984,38.67600,12,1.703,23
1110,0.9983032,1.0717244,10485,96.53120,121,17,2493,0.02425,2.80607,4.58530,1.89737,2.68794,0.42115,41.12400,12,1.704,23
1111,0.9980344,1.0773454,10522,120.62720,130,14,2493,0.02610,2.80481,5.53399,0.47434,5.05964,0.42132,41.12000,12,1.714,23
1112,0.9978809,1.0803930,10542,116.32640,114,14,2493,0.02710,2.81476,6.64078,1.26491,5.37587,0.16928,48.43200,12,1.715,23
1113,0.9987336,1.0617519,10419,98.87360,113,12,2492,0.02095,2.80707,5.53399,2.68794,2.84605,0.66099,35.77200,12,1.716,23
1114,0.9970822,1.0948032,10636,163.88480,122,16,2491,0.03180,2.81622,6.79890,1.73925,5.05964,0.04759,56.02400,12,1.718,23
1115,0.9986287,1.0643140,10436,100.18560,125,13,2495,0.02180,2.81204,5.21776,3.00416,2.21359,0.39892,41.64800,12,1.719,23
1116,0.9984603,1.0682413,10462,118.89280,100,14,2498,0.02310,2.81000,5.85021,1.26491,4.58530,0.56571,37.88800,12,1.719,23
1117,0.9982892,1.0720277,10487,122.27200,101,15,2493,0.02435,2.80079,6.16644,0.94868,5.21776,0.30295,44.08400,12,1.721,23
1118,0.9977136,1.0835998,10563,120.16640,112,15,2490,0.02815,2.80955,5.53399,2.05548,3.47851,0.14252,49.58000,12,1.722,23
1119,0.9974031,1.0892673,10600,113.65120,121,12,2493,0.03000,2.81166,5.85021,0.94868,4.90153,0.09747,51.96000,12,1.732,23
1120,0.9982038,1.0738487,10499,106.83520,114,15,2491,0.02495,2.80086,5.05964,0.63246,4.42719,0.46299,40.16400,12,1.734,23
1121,0.9975314,1.0869670,10585,116.67200,131,14,2490,0.02925,2.80730,6.00833,0.15811,5.85021,0.15852,48.87600,12,1.734,23
1122,0.9977941,1.0820718,10553,115.42400,125,13,2488,0.02765,2.80156,6.32456,1.42302,4.90153,0.13449,49.95600,12,1.724,23
1123,0.9976891,1.0840585,10566,142.72640,122,13,2493,0.02830,2.81069,4.90153,1.26491,3.63662,0.29124,44.40800,12,1.725,23
1124,0.9975734,1.0862010,10580,119.56480,126,16,2490,0.02900,2.81299,6.00833,3.32039,2.68794,0.04831,55.94400,12,1.725,23
1125,0.9982254,1.0733933,10496,107.71200,116,13,2490,0.02480,2.81363,5.69210,1.58114,4.11096,0.31702,43.70400,12,1.727,23
1126,0.9980344,1.0773454,10522,116.71040,112,15,2491,0.02610,2.81279,6.16644,1.10680,5.05964,0.21932,46.60000,12,1.727,23
1127,0.9970454,1.0954196,10640,146.06720,112,15,2488,0.03200,2.79441,5.85021,1.58114,4.26907,0.02301,59.75200,12,1.737,23
1128,0.9969990,1.0961904,10645,123.38560,128,12,2490,0.03225,2.81214,6.32456,0.94868,5.37587,0.06075,54.69200,12,1.737,23
1129,0.9971188,1.0941870,10632,132.97920,115,13,2491,0.03160,2.80106,5.85021,0.94868,4.90153,0.08382,52.85600,12,1.738,23
1130,0.9969523,1.0969617,10650,166.27200,110,14,2490,0.03250,2.80975,7.74758,0.15811,7.58947,0.01229,62.74400,12,1.737,23
1131,0.9974291,1.0888070,10597,121.41440,107,13,2490,0.02985,2.80489,5.37587,2.21359,3.16228,0.15054,49.22000,12,1.727,23
1132,0.9974890,1.0877334,10590,112.59520,130,18,2485,0.02950,2.80967,6.16644,1.58114,4.58530,0.02535,59.27200,12,1.727,23
1133,0.9976150,1.0854355,10575,122.00960,128,15,2492,0.02875,2.80754,5.85021,1.10680,4.74342,0.06628,54.20400,12,1.726,23
1134,0.9981238,1.0755200,10510,105.88800,123,11,2495,0.02550,2.80603,5.37587,0.63246,4.74342,0.52493,38.78400,12,1.726,23
1135,0.9972628,1.0917251,10616,124.48000,141,19,2481,0.03080,2.81056,6.00833,2.84605,3.16228,0.00813,64.62400,12,1.716,23
1136,0.9980420,1.0771932,10521,66.73280,132,13,2489,0.02605,2.81739,6.48267,2.21359,4.26907,0.13037,50.15600,12,1.716,23
1137,0.9982038,1.0738487,10499,80.42240,126,12,2494,0.02495,2.80279,4.90153,1.73925,3.16228,0.45065,40.44400,12,1.715,23
1138,0.9985001,1.0673341,10456,93.42720,114,12,2495,0.02280,2.80655,4.42719,2.05548,2.37171,0.54967,38.24000,12,1.705,23
1139,0.9980570,1.0768889,10519,108.40320,124,17,2495,0.02595,2.81159,6.16644,1.10680,5.05964,0.34479,42.98000,12,1.704,23
1140,0.9983656,1.0703605,10476,97.52960,113,12,2491,0.02380,2.81888,4.58530,3.47851,1.10680,0.45610,40.32000,12,1.702,23
1141,0.9977540,1.0828356,10558,119.65440,119,13,2496,0.02790,2.80596,4.74342,1.73925,3.00416,0.20578,47.06400,12,1.700,23
1142,0.9981385,1.0752160,10508,106.07360,127,12,2496,0.02540,2.81625,5.85021,2.52982,3.32039,0.33037,43.35200,12,1.699,23
1143,0.9985328,1.0665784,10451,98.28480,108,15,2495,0.02255,2.79629,5.05964,1.89737,3.16228,0.55970,38.02000,12,1.698,23
1144,0.9986098,1.0647666,10439,109.45920,107,13,2497,0.02195,2.80986,4.90153,1.10680,3.79473,0.79670,32.43600,12,1.699,23
1145,0.9986476,1.0638615,10433,82.19520,115,11,2493,0.02165,2.80926,5.21776,1.26491,3.95285,0.69642,34.95600,12,1.700,23
1146,0.9987756,1.0606982,10412,103.11680,118,12,2496,0.02060,2.80864,4.58530,2.21359,2.37171,0.85149,30.80800,12,1.702,23
1147,0.9985458,1.0662763,10449,82.24640,121,16,2493,0.02245,2.80098,5.05964,1.58114,3.47851,0.59065,37.34000,12,1.700,23
1148,0.9986476,1.0638615,10433,94.11200,115,13,2496,0.02165,2.81844,5.69210,2.21359,3.47851,0.36033,42.58800,12,1.690,23
1149,0.9985587,1.0659742,10447,75.72480,129,12,2492,0.02235,2.79276,5.05964,1.26491,3.79473,0.65923,35.81200,12,1.691,23
1150,0.9983998,1.0696033,10471,96.23040,130,14,2493,0.02355,2.80744,5.05964,1.73925,3.32039,0.44575,40.55600,12,1.690,23
1151,0.9980194,1.0776499,10524,129.04320,105,13,2494,0.02620,2.80085,6.00833,1.73925,4.26907,0.23073,46.22400,12,1.680,23
1152,0.9989748,1.0554414,10377,80.21760,122,14,2494,0.01885,2.80983,5.69210,1.26491,4.42719,0.81406,31.94800,12,1.682,23
1153,0.9987636,1.0609992,10414,83.64160,96,11,2494,0.02070,2.80882,3.95285,0.31623,3.63662,0.96030,25.77600,12,1.681,23
1154,0.9990442,1.0534937,10364,78.11840,111,15,2496,0.01820,2.79904,4.26907,3.63662,0.63246,0.88691,29.56800,12,1.681,23
1155,0.9989638,1.0557412,10379,117.99680,119,14,2496,0.01895,2.80649,4.26907,2.37171,1.89737,0.93875,27.19600,12,1.691,23
1156,0.9980118,1.0778022,10525,110.27840,113,15,2494,0.02625,2.80747,4.58530,0.63246,3.95285,0.50484,39.22800,12,1.690,23
1157,0.9979814,1.0784113,10529,110.54080,134,17,2490,0.02645,2.80371,5.85021,1.42302,4.42719,0.26417,45.18800,12,1.692,23
1158,0.9990231,1.0540927,10368,74.80320,120,15,2496,0.01840,2.80015,4.74342,1.89737,2.84605,0.93000,27.67200,12,1.682,23
1159,0.9985587,1.0659742,10447,103.25760,131,15,2492,0.02235,2.81436,4.26907,3.63662,0.63246,0.44925,40.47600,12,1.682,23
1160,0.9988226,1.0594949,10404,78.32960,132,14,2493,0.02020,2.80300,4.74342,1.73925,3.00416,0.88942,29.47200,12,1.680,23
1161,0.9990284,1.0539429,10367,62.95040,114,12,2497,0.01835,2.81602,4.90153,2.84605,2.05548,0.73811,33.95600,12,1.681,23
1162,0.9987933,1.0602469,10409,75.31520,129,13,2493,0.02045,2.81702,5.85021,1.73925,4.11096,0.69744,34.93200,12,1.680,23
1163,0.9988516,1.0587434,10399,91.32800,129,12,2496,0.01995,2.79666,4.11096,1.42302,2.68794,0.87555,29.98800,12,1.670,23
1164,0.9990071,1.0545421,10371,79.21280,119,13,2497,0.01855,2.80191,4.74342,3.00416,1.73925,0.59174,37.31600,12,1.680,23
1165,0.9982325,1.0732415,10495,96.71040,130,13,2494,0.02475,2.81114,5.37587,2.68794,2.68794,0.21166,46.86000,12,1.682,23
1166,0.9989363,1.0564912,10384,91.51360,111,13,2496,0.01920,2.79782,3.79473,1.10680,2.68794,0.96872,25.06400,12,1.680,23
1167,0.9984935,1.0674852,10457,80.67840,128,16,2494,0.02285,2.81213,6.00833,0.31623,5.69210,0.69880,34.90000,12,1.680,23
1168,0.9993290,1.0446872,10305,83.76960,132,15,2496,0.01525,2.80265,3.95285,1.42302,2.52982,0.99753,19.39600,12,1.680,02
1169,0.9982680,1.0724828,10490,89.02400,123,13,2493,0.02450,2.81401,6.00833,1.10680,4.90153,0.32275,43.55200,12,1.681,23
1170,0.9990390,1.0536434,10365,111.47520,118,14,2496,0.01825,2.80571,4.58530,1.26491,3.32039,0.98092,23.71600,12,1.671,23
1171,0.9991905,1.0491584,10335,101.77920,119,13,2495,0.01675,2.80434,5.37587,2.84605,2.52982,0.84814,30.91600,12,1.673,02
1172,0.9989693,1.0555913,10378,77.89440,126,14,2495,0.01890,2.80721,5.69210,1.89737,3.79473,0.76620,33.24800,12,1.671,23
1173,0.9993508,1.0439433,10300,85.42720,95,15,2495,0.01500,2.81481,4.58530,1.73925,2.84605,0.97099,24.84800,12,1.671,02
1174,0.9986971,1.0626556,10425,106.35520,122,15,2496,0.02125,2.81356,5.21776,2.21359,3.00416,0.75224,33.60400,12,1.671,23
1175,0.9985132,1.0670318,10454,115.34720,103,15,2494,0.02270,2.80001,5.05964,2.05548,3.00416,0.50538,39.21600,12,1.681,23
1176,0.9989028,1.0573917,10390,83.05920,103,14,2496,0.01950,2.81341,4.74342,2.37171,2.37171,0.70272,34.80800,12,1.691,23
1177,0.9988859,1.0578421,10393,63.84640,133,11,2494,0.01965,2.80114,4.90153,1.58114,3.32039,0.94854,26.60400,12,1.692,23
1178,0.9989529,1.0560412,10381,72.03200,130,15,2497,0.01905,2.81521,5.05964,2.21359,2.84605,0.55642,38.09200,12,1.694,23
1179,0.9984201,1.0691491,10468,82.22720,127,17,2493,0.02340,2.79299,5.37587,0.79057,4.58530,0.59519,37.24000,12,1.696,23
1180,0.9985458,1.0662763,10449,90.06080,124,12,2494,0.02245,2.80849,4.90153,1.42302,3.47851,0.59646,37.21200,12,1.696,23
1181,0.9982182,1.0735451,10497,91.66080,141,16,2489,0.02485,2.80219,4.90153,1.10680,3.79473,0.39206,41.81200,12,1.698,23
1182,0.9983449,1.0708150,10479,83.37280,124,15,2493,0.02395,2.79708,6.16644,1.58114,4.58530,0.36226,42.54000,12,1.708,23
1183,0.9980495,1.0770410,10520,101.65760,116,11,2493,0.02600,2.80515,5.05964,0.94868,4.11096,0.35189,42.80000,12,1.710,23
1184,0.9984133,1.0693005,10469,72.58880,124,14,2493,0.02345,2.80412,4.74342,1.10680,3.63662,0.57646,37.65200,12,1.710,23
1185,0.9992287,1.0479647,10327,88.64000,110,17,2497,0.01635,2.80559,5.21776,1.89737,3.32039,0.98622,22.90800,12,1.712,02
1186,0.9976891,1.0840585,10566,105.53600,118,13,2493,0.02830,2.81185,6.79890,1.42302,5.37587,0.04619,56.18400,12,1.711,23
1187,0.9983998,1.0696033,10471,111.45600,107,14,2495,0.02355,2.80758,5.37587,1.89737,3.47851,0.46972,40.01200,12,1.713,23
1188,0.9981531,1.0749120,10506,97.86880,125,15,2493,0.02530,2.79810,5.53399,1.58114,3.95285,0.41006,41.38400,12,1.714,23
1189,0.9976809,1.0842114,10567,133.31200,120,13,2490,0.02835,2.81370,5.53399,-0.63246,6.16644,0.38907,41.88400,12,1.704,23
1190,0.9982962,1.0718761,10486,107.46880,110,14,2494,0.02430,2.80854,4.74342,0.79057,3.95285,0.60896,36.93600,12,1.703,23
1191,0.9979507,1.0790208,10533,129.82400,115,14,2493,0.02665,2.81104,4.74342,0.79057,3.95285,0.42527,41.02800,12,1.704,23
1192,0.9983380,1.0709665,10480,111.82080,102,11,2495,0.02400,2.81724,4.90153,1.26491,3.63662,0.68801,35.15200,12,1.702,23
1193,0.9980794,1.0764324,10516,117.21600,114,15,2494,0.02580,2.80003,5.53399,2.37171,3.16228,0.26457,45.17600,12,1.701,23
1194,0.9980420,1.0771932,10521,127.98720,110,15,2492,0.02605,2.80901,5.53399,1.42302,4.11096,0.33483,43.23600,12,1.700,23
1195,0.9984065,1.0694519,10470,95.15520,114,13,2493,0.02350,2.81230,4.74342,0.31623,4.42719,0.75808,33.45600,12,1.701,23
1196,0.9981385,1.0752160,10508,82.00320,143,14,2495,0.02540,2.80465,6.32456,1.26491,5.05964,0.12899,50.22400,12,1.701,23
1197,0.9982397,1.0730897,10494,132.49920,119,12,2491,0.02470,2.80465,6.64078,1.73925,4.90153,0.20215,47.19200,12,1.702,23
1198,0.9981894,1.0741525,10501,101.86240,110,15,2493,0.02505,2.80281,5.53399,1.42302,4.11096,0.53529,38.55600,12,1.702,23
1199,0.9981822,1.0743043,10502,109.01760,119,12,2495,0.02510,2.79522,6.16644,1.10680,5.05964,0.34464,42.98400,12,1.702,23
1200,0.9981749,1.0744562,10503,117.06240,129,13,2492,0.02515,2.81047,6.16644,1.73925,4.42719,0.34857,42.88400,12,1.702,23
1201,0.9983518,1.0706635,10478,91.19360,113,11,2492,0.02390,2.79838,6.48267,0.63246,5.85021,0.46175,40.19200,12,1.692,23
1202,0.9983172,1.0714212,10483,90.20160,116,16,2495,0.02415,2.81537,7.27324,1.42302,5.85021,0.34668,42.93200,12,1.692,23
1203,0.9990909,1.0521469,10355,92.40320,119,14,2496,0.01775,2.81186,5.05964,1.42302,3.63662,0.95495,26.17200,12,1.692,23
1204,0.9986538,1.0637107,10432,122.86720,103,11,2496,0.02160,2.80714,7.43135,2.05548,5.37587,0.45505,40.34400,12,1.694,23
1205,0.9983102,1.0715728,10484,89.88800,116,13,2495,0.02420,2.80990,5.37587,2.05548,3.32039,0.56316,37.94400,12,1.684,23
1206,0.9984336,1.0688465,10466,95.01440,103,15,2492,0.02330,2.80107,4.42719,2.52982,1.89737,0.50646,39.19200,12,1.682,23
1207,0.9987215,1.0620530,10421,113.65120,105,17,2496,0.02105,2.80955,4.42719,2.21359,2.21359,0.84080,31.14800,12,1.672,23
1208,0.9989028,1.0573917,10390,83.95520,110,14,2498,0.01950,2.81136,3.63662,1.73925,1.89737,0.95851,25.91200,12,1.671,23
1209,0.9989141,1.0570914,10388,98.78400,127,12,2495,0.01940,2.79256,4.58530,2.21359,2.37171,0.83836,31.22400,12,1.669,23
1210,0.9991661,1.0499049,10340,75.87200,112,12,2498,0.01700,2.78792,5.69210,2.52982,3.16228,0.89004,29.44800,12,1.660,02
1211,0.9994972,1.0385989,10264,77.46560,117,14,2499,0.01320,2.80282,5.05964,2.84605,2.21359,0.98549,23.03200,12,1.659,02
1212,0.9992145,1.0484122,10330,63.71200,124,15,2494,0.01650,2.79236,5.37587,3.95285,1.42302,0.74634,33.75200,12,1.659,02
1213,0.9996050,1.0341603,10234,93.95840,120,11,2499,0.01170,2.79894,4.58530,2.52982,2.05548,0.98615,22.92000,12,1.660,02
1214,0.9996603,1.0316512,10217,55.34720,117,16,2498,0.01085,2.80785,4.42719,2.37171,2.05548,0.99946,17.00400,12,1.660,00
1215,0.9993975,1.0423082,10289,52.99200,122,14,2496,0.01445,2.81520,5.05964,2.84605,2.21359,0.90958,28.64400,12,1.659,00
1216,0.9988745,1.0581425,10395,92.90880,121,17,2494,0.01975,2.79963,5.05964,1.89737,3.16228,0.91229,28.52400,12,1.660,23
1217,0.9994584,1.0400815,10274,75.51360,120,13,2498,0.01370,2.81572,3.95285,2.84605,1.10680,0.99236,21.57600,12,1.670,02
1218,0.9990599,1.0530446,10361,92.14720,104,14,2495,0.01805,2.81147,5.69210,2.37171,3.32039,0.65711,35.86000,12,1.668,23
1219,0.9991808,1.0494569,10337,71.34080,121,15,2497,0.01685,2.81439,3.63662,2.21359,1.42302,0.99011,22.14000,12,1.670,02
1220,0.9988745,1.0581425,10395,72.25600,127,16,2499,0.01975,2.79868,5.69210,0.79057,4.90153,0.84939,30.87600,12,1.669,23
1221,0.9990442,1.0534937,10364,87.27040,108,15,2491,0.01820,2.80270,6.00833,1.26491,4.74342,0.67239,35.51200,12,1.669,23
1222,0.9991808,1.0494569,10337,68.10880,127,12,2498,0.01685,2.79636,4.90153,2.68794,2.21359,0.84234,31.10000,12,1.659,02
1223,0.9994624,1.0399332,10273,57.97760,131,15,2499,0.01365,2.79667,4.90153,3.00416,1.89737,0.98219,23.54000,12,1.660,02
1224,0.9991414,1.0506518,10345,72.99200,120,13,2496,0.01725,2.79925,4.26907,1.42302,2.84605,0.96936,25.00400,12,1.660,02
1225,0.9992097,1.0485614,10331,76.00000,129,15,2496,0.01655,2.80191,4.26907,1.89737,2.37171,0.96709,25.21200,12,1.662,02
1226,0.9985716,1.0656722,10445,91.79520,117,17,2494,0.02225,2.80795,5.53399,1.89737,3.63662,0.63649,36.32400,12,1.663,23
1227,0.9989856,1.0551416,10375,93.29280,111,17,2494,0.01875,2.80937,4.26907,2.52982,1.73925,0.85674,30.63600,12,1.673,23
1228,0.9984537,1.0683926,10463,95.76320,117,13,2495,0.02315,2.81683,4.90153,1.73925,3.16228,0.62070,36.67600,12,1.675,23
1229,0.9992097,1.0485614,10331,68.68480,113,14,2497,0.01655,2.81018,5.37587,2.84605,2.52982,0.98361,23.33200,12,1.676,02
1230,0.9991612,1.0500543,10341,100.09600,119,14,2495,0.01705,2.79926,5.37587,2.21359,3.16228,0.90494,28.84400,12,1.686,02
1231,0.9987992,1.0600964,10408,77.67040,134,13,2497,0.02040,2.79761,6.48267,1.73925,4.74342,0.58974,37.36000,12,1.685,23
1232,0.9988972,1.0575418,10391,91.95520,115,14,2495,0.01955,2.78904,5.69210,2.05548,3.63662,0.90682,28.76400,12,1.685,23
1233,0.9992428,1.0475173,10324,76.60160,110,16,2498,0.01620,2.80828,4.90153,2.21359,2.68794,0.95294,26.31200,12,1.685,02
1234,0.9988631,1.0584429,10397,81.07520,119,14,2496,0.01985,2.80790,5.37587,0.94868,4.42719,0.93677,27.30800,12,1.683,23
1235,0.9987457,1.0614507,10417,98.58560,108,11,2495,0.02085,2.80466,6.16644,1.73925,4.42719,0.57282,37.73200,12,1.682,23
1236,0.9984336,1.0688465,10466,89.63840,122,13,2494,0.02330,2.80658,4.74342,2.52982,2.21359,0.68766,35.16000,12,1.682,23
1237,0.9988688,1.0582927,10396,73.74720,116,13,2496,0.01980,2.80493,5.05964,1.42302,3.63662,0.94922,26.56000,12,1.692,23
1238,0.9985971,1.0650684,10441,94.81600,130,13,2496,0.02205,2.80990,4.74342,0.94868,3.79473,0.85309,30.75600,12,1.702,23
1239,0.9983998,1.0696033,10471,111.44960,110,15,2494,0.02355,2.80599,8.06381,2.21359,5.85021,0.20681,47.02800,12,1.692,23
1240,0.9983241,1.0712696,10482,104.69760,110,14,2491,0.02410,2.80169,6.48267,1.42302,5.05964,0.32914,43.38400,12,1.682,23
1241,0.9988915,1.0576919,10392,104.60160,120,15,2495,0.01960,2.80499,4.42719,2.21359,2.21359,0.91815,28.25600,12,1.683,23
1242,0.9978338,1.0813085,10548,96.37120,138,13,2493,0.02740,2.81391,4.74342,2.21359,2.52982,0.23696,46.02400,12,1.683,23
1243,0.9991710,1.0497556,10339,65.52960,123,13,2499,0.01695,2.79910,4.90153,2.52982,2.37171,0.84814,30.91600,12,1.673,02
1244,0.9993508,1.0439433,10300,71.31520,135,15,2497,0.01500,2.79852,5.53399,1.89737,3.63662,0.96776,25.15200,12,1.674,02
1245,0.9990284,1.0539429,10367,80.31360,131,11,2497,0.01835,2.80277,5.69210,2.52982,3.16228,0.86129,30.48400,12,1.675,23
1246,0.9983725,1.0702090,10475,131.51360,110,12,2493,0.02375,2.79593,6.48267,3.95285,2.52982,0.11767,50.80400,12,1.675,23
1247,0.9989028,1.0573917,10390,108.30720,107,14,2495,0.01950,2.79649,5.69210,2.21359,3.47851,0.83991,31.17600,12,1.675,23
1248,0.9993594,1.0436459,10298,45.19040,119,17,2498,0.01490,2.79324,4.11096,4.11096,0.00000,0.97885,23.98400,12,1.676,00
1249,0.9992097,1.0485614,10331,68.74240,127,16,2497,0.01655,2.80472,5.05964,3.79473,1.26491,0.78432,32.77200,12,1.676,02
1250,0.9987396,1.0616013,10418,63.91040,134,14,2496,0.02090,2.80754,5.21776,2.52982,2.68794,0.60896,36.93600,12,1.676,23
1251,0.9989802,1.0552915,10376,85.14560,116,14,2494,0.01880,2.80202,4.11096,1.89737,2.21359,0.95105,26.44000,12,1.676,23
1252,0.9993465,1.0440921,10301,56.64000,130,13,2496,0.01505,2.80593,4.74342,2.68794,2.05548,0.92743,27.80400,12,1.675,00
1253,0.9986662,1.0634092,10430,108.12160,133,12,2493,0.02150,2.80675,4.11096,0.15811,3.95285,0.90783,28.72000,12,1.665,23
1254,0.9996050,1.0341603,10234,81.43360,115,13,2499,0.01170,2.80172,4.11096,2.68794,1.42302,0.99421,21.00000,12,1.667,02
1255,0.9991759,1.0496062,10338,105.63840,110,16,2497,0.01690,2.81213,6.00833,2.68794,3.32039,0.88754,29.54400,12,1.667,02
1256,0.9992978,1.0457292,10312,83.01440,131,16,2496,0.01560,2.79360,3.47851,2.84605,0.63246,0.97685,24.22400,12,1.667,02
1257,0.9990703,1.0527453,10359,81.62560,114,12,2495,0.01795,2.80483,4.42719,4.26907,0.15811,0.89741,29.15600,12,1.666,23
1258,0.9993421,1.0442408,10302,82.70720,129,13,2497,0.01510,2.81330,4.58530,1.73925,2.84605,0.92814,27.76800,12,1.667,02
1259,0.9992428,1.0475173,10324,68.73600,112,12,2498,0.01620,2.80611,4.90153,3.00416,1.89737,0.93641,27.32800,12,1.666,02
1260,0.9995635,1.0359341,10246,54.96320,107,13,2498,0.01230,2.80074,4.42719,3.47851,0.94868,0.98379,23.30400,12,1.666,00
1261,0.9989419,1.0563412,10383,76.39680,133,13,2493,0.01915,2.80187,4.42719,1.89737,2.52982,0.77190,33.10000,12,1.666,23
1262,0.9992001,1.0488599,10333,59.39200,118,14,2497,0.01665,2.79682,5.37587,1.26491,4.11096,0.95983,25.81200,12,1.656,02
1263,0.9997057,1.0294408,10202,64.80640,95,15,2499,0.01010,2.80989,4.58530,2.21359,2.37171,0.97672,24.24000,12,1.646,02
1264,0.9997450,1.0273809,10188,49.80480,151,14,2498,0.00940,2.81783,4.11096,2.21359,1.89737,0.99658,19.98400,12,1.656,00
1265,0.9996184,1.0335695,10230,59.63520,101,15,2499,0.01150,2.81430,3.47851,2.68794,0.79057,0.99690,19.80000,12,1.654,02
